lat,lon,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
70,-153.75,-24.78,-25.97,-17.73,-7.55,7.13,16.33,18.02,13.06,3.43,-5.18,-14.51,-22.57
-90,-150,-20.16,-30.51,-43.45,-49.93,-50.72,-52.64,-53.52,-53.29,-53.37,-43.96,-30.06,-20.22
-87.5,-150,-15.77,-25.19,-35.74,-39.98,-41.14,-43.15,-44.28,-44.71,-44.28,-37.45,-25.49,-16.47
-85,-150,-8.81,-18.06,-28.86,-32.19,-33.99,-36.38,-37.79,-40.2,-40.87,-31.19,-17.63,-8.9
-82.5,-150,-8.6,-16.99,-27.13,-31.94,-34.48,-36.85,-38.21,-41.57,-40.73,-30.04,-17.04,-9.01
-80,-150,-7.31,-12.7,-19.12,-22.43,-27.1,-30.38,-31.94,-35.32,-32.69,-23.84,-13.82,-7.68
-77.5,-150,-5.13,-10.85,-18.9,-22.81,-23.95,-25.57,-28.55,-32.2,-29.1,-20.03,-11.34,-5.8
57.5,-150,-5.64,-5.48,-2.07,2.32,7.23,13.44,17.88,15.84,10.06,3.84,-0.56,-5.37
60,-150,-7.19,-7.65,-4.68,0.57,7.21,13.64,16.49,13.94,8.36,2.51,-1.89,-6.12
62.5,-150,-11.69,-11.78,-7.33,-0.66,7.83,14.21,16.12,12.77,6.63,0.27,-5.12,-10.22
65,-150,-15.01,-15.63,-9.49,-1.39,9.13,15.92,17.27,13.07,5.95,-0.82,-7.03,-12.87
67.5,-150,-21.28,-22.82,-15.32,-6.52,7.07,15.9,17,12.13,3.72,-4.68,-12.56,-18.76
70,-150,-24.78,-25.97,-17.69,-7.48,7.5,16.75,18.45,13.29,3.4,-5.47,-15.2,-22.83
-90,-146.25,-20.16,-30.51,-43.45,-49.93,-50.72,-52.64,-53.52,-53.29,-53.37,-43.96,-30.06,-20.22
-87.5,-146.25,-16.1,-25.44,-35.82,-40.01,-41.24,-43.27,-44.42,-44.87,-44.34,-37.52,-25.58,-16.69
-85,-146.25,-9.15,-18.18,-28.57,-32.03,-33.74,-36.1,-37.55,-39.92,-40.73,-31.21,-18.02,-9.4
-82.5,-146.25,-9.59,-18.08,-28.23,-33.25,-35.78,-37.94,-39.19,-42.41,-41.8,-31.04,-18.06,-9.89
-80,-146.25,-8.83,-14.6,-21.54,-25.28,-29.47,-32.6,-34.15,-37.1,-34.59,-25.8,-15.54,-9.29
-77.5,-146.25,-6.8,-12.11,-19.15,-22.89,-24.28,-25.86,-28.41,-31.51,-29.03,-21.2,-13.02,-7.61
60,-146.25,-9.5,-9.83,-5.39,0.62,7.64,15.13,19.01,15.83,9.04,2.68,-2.2,-7.56
62.5,-146.25,-13.14,-13.05,-7.87,-1.62,7.81,15.24,17.64,13.73,6.79,0.25,-5.59,-11.19
65,-146.25,-16.08,-16.22,-9.64,-2.1,8.77,16.04,17.61,13.13,5.82,-1.06,-8.05,-14.29
67.5,-146.25,-20.85,-21.81,-13.78,-4.99,8.25,16.29,17.46,12.63,4.22,-3.72,-12.12,-18.82
70,-146.25,-24.77,-25.83,-17.29,-6.97,8.14,17.08,18.7,13.62,3.57,-5.38,-15.29,-22.71
-90,-142.5,-20.16,-30.51,-43.45,-49.93,-50.72,-52.64,-53.52,-53.29,-53.37,-43.96,-30.06,-20.22
-87.5,-142.5,-16.67,-25.88,-36.51,-41.16,-42.42,-44.69,-45.8,-46.01,-45.73,-38.42,-26.14,-17.24
-85,-142.5,-10.09,-18.88,-28.75,-32.19,-33.79,-36.16,-37.53,-39.87,-40.61,-31.38,-18.86,-10.46
-82.5,-142.5,-10.04,-18.58,-28.46,-33.45,-35.85,-37.78,-38.98,-41.89,-41.61,-31.25,-18.58,-10.49
-80,-142.5,-10.33,-16.62,-24.19,-28.66,-32.22,-35.09,-36.52,-39.33,-36.64,-27.73,-17.19,-10.69
-77.5,-142.5,-9.17,-14.79,-21.18,-25.11,-26.38,-27.52,-29.33,-32.06,-30.22,-23.4,-15.67,-10.08
62.5,-142.5,-14.18,-13.49,-7.72,-0.9,8.6,16.2,18.92,14.81,7.54,0.64,-5.47,-11.77
65,-142.5,-15.7,-15.73,-9.71,-2.66,8.29,15.84,17.45,12.78,5.54,-1.36,-8.46,-14.56
67.5,-142.5,-20.53,-21.46,-13.77,-4.78,8.37,16.41,17.6,12.75,4.35,-3.62,-11.96,-18.69
70,-142.5,-25.06,-26.15,-17.85,-7.41,7.75,16.97,18.63,13.76,3.63,-5.25,-14.63,-22.17
-90,-138.75,-20.16,-30.51,-43.45,-49.93,-50.72,-52.64,-53.52,-53.29,-53.37,-43.96,-30.06,-20.22
-87.5,-138.75,-17.76,-27.24,-38.07,-42.47,-43.25,-45.61,-46.76,-46.77,-46.24,-39.28,-27.2,-18.21
-85,-138.75,-11.04,-19.81,-29.5,-32.95,-34.63,-36.92,-38.26,-40.49,-41.34,-32.29,-19.91,-11.44
-82.5,-138.75,-10.3,-18.98,-28.91,-34.01,-36.4,-38.2,-39.39,-42.23,-42.1,-31.65,-19,-10.87
-80,-138.75,-11.18,-18.04,-26.52,-31.79,-35.22,-37.75,-38.91,-41.55,-38.77,-29.57,-18.41,-11.51
-77.5,-138.75,-10.53,-17.15,-23.6,-27.35,-28.27,-28.94,-29.95,-32.31,-31.04,-24.96,-17.41,-11.33
62.5,-138.75,-13.24,-12.35,-7.62,-0.78,8.15,15.92,18.62,14.51,7.36,0.73,-5.02,-10.6
65,-138.75,-16.38,-16.31,-10.69,-3.87,6.42,14.37,15.93,11.42,4.58,-2.1,-8.82,-14.42
67.5,-138.75,-21.24,-22.3,-14.94,-5.33,7.8,16.1,17.45,12.64,4.15,-3.9,-12.12,-18.98
70,-138.75,-27.27,-28.64,-20.97,-9.93,4.72,16.64,18.44,13.37,3.03,-6.88,-15.19,-23.49
-90,-135,-20.16,-30.51,-43.45,-49.93,-50.72,-52.64,-53.52,-53.29,-53.37,-43.96,-30.06,-20.22
-87.5,-135,-18.74,-28.33,-39.17,-43.44,-44.16,-46.58,-47.75,-47.51,-46.71,-40.1,-28.08,-19.07
-85,-135,-11.86,-20.77,-30.45,-33.81,-35.43,-37.59,-38.93,-40.98,-41.91,-33.15,-20.83,-12.2
-82.5,-135,-10.48,-19.27,-29.34,-34.51,-36.94,-38.57,-39.69,-42.44,-42.43,-32.1,-19.34,-11.07
-80,-135,-11.54,-18.75,-28.01,-33.97,-37.37,-39.3,-40.31,-42.77,-40.18,-30.71,-19.02,-11.89
-77.5,-135,-10.82,-18.25,-25.5,-28.97,-29.59,-29.71,-30.58,-33.53,-32.11,-25.8,-18,-11.64
60,-135,-10.74,-9.17,-4.43,3.14,9.74,16.12,19.31,16.27,9.69,3.57,-2.02,-7.19
62.5,-135,-13.08,-11.68,-7.88,-2.48,6.15,14.11,16.37,12.41,5.84,-0.39,-6.2,-10.72
65,-135,-18.46,-18.1,-11.97,-4.44,5.5,13.45,15.39,11.06,3.65,-3.3,-10.73,-16.12
67.5,-135,-23.4,-24.29,-16.5,-5.32,7.95,15.81,17.65,13.36,4.13,-4.54,-13.77,-21.24
70,-135,-27.34,-28.03,-19.61,-8.37,6.33,15.16,17.49,13.77,3.5,-5.35,-15.07,-23.94
-90,-131.25,-20.16,-30.51,-43.45,-49.93,-50.72,-52.64,-53.52,-53.29,-53.37,-43.96,-30.06,-20.22
-87.5,-131.25,-19.23,-28.83,-39.9,-44.34,-45.23,-47.62,-48.62,-48.29,-47.48,-40.96,-28.7,-19.59
-85,-131.25,-12.96,-21.87,-31.62,-34.99,-36.59,-38.47,-39.83,-41.75,-42.61,-34.17,-21.91,-13.22
-82.5,-131.25,-10.77,-19.64,-29.93,-35.05,-37.44,-38.91,-39.97,-42.6,-42.6,-32.62,-19.68,-11.21
-80,-131.25,-11.47,-18.9,-28.89,-35.41,-39.08,-40.68,-41.71,-44.13,-41.69,-31.64,-19.13,-11.75
-77.5,-131.25,-10.82,-19.06,-27.36,-30.68,-29.81,-28.94,-29.95,-32.89,-31.63,-25.99,-18.21,-11.71
57.5,-131.25,-10.01,-7.68,-4.03,2.49,9.36,16.37,19.8,16.56,10.43,4.39,-1.23,-6.62
60,-131.25,-9.53,-8.11,-5.97,-2.29,4.85,13.13,15.77,12.22,6.4,1.05,-4.08,-7.43
62.5,-131.25,-16.49,-14.75,-10.2,-3.84,5.01,13.1,15.42,11.51,4.32,-2.39,-9.52,-13.91
65,-131.25,-19.84,-19.01,-12.68,-4.32,5.76,13.32,15.48,11.34,3.48,-3.79,-11.92,-17.56
67.5,-131.25,-23.6,-24.27,-16.14,-4.91,8.36,16.13,18.25,14.35,4.75,-4.57,-14.7,-21.86
70,-131.25,-28.11,-28.61,-20.32,-8.59,6.43,14.39,16.95,14.05,4.04,-5.13,-15.67,-24.52
-90,-127.5,-20.16,-30.51,-43.45,-49.93,-50.72,-52.64,-53.52,-53.29,-53.37,-43.96,-30.06,-20.22
-87.5,-127.5,-19.54,-29.54,-41.3,-45.97,-46.79,-49.08,-50.01,-49.55,-48.66,-41.91,-29.22,-19.86
-85,-127.5,-13.99,-22.36,-32.03,-35.27,-37.28,-38.89,-40.22,-42.12,-42.97,-34.8,-22.66,-14.35
-82.5,-127.5,-10.54,-19.19,-29.48,-34.59,-37.07,-38.34,-39.45,-42.21,-42.2,-32.43,-19.42,-11.01
-80,-127.5,-11.41,-18.71,-28.96,-35.81,-39.68,-41.11,-42.08,-44.79,-42.58,-32.18,-19.17,-11.61
-77.5,-127.5,-10.82,-19.65,-29.13,-32.5,-30.18,-29.06,-30.25,-33.02,-31.69,-26.24,-18.38,-11.78
55,-127.5,-8.44,-5.29,-2.77,3.25,9.2,16.41,20.34,16.82,11.2,5.14,-0.34,-5.03
57.5,-127.5,-8.1,-6.56,-5.29,-1.52,6.1,13.99,16.76,12.95,7.08,1.44,-3.44,-6.27
60,-127.5,-15.66,-13.16,-8.97,-3.34,5.2,13.16,15.65,11.84,4.85,-1.56,-8.33,-12.92
62.5,-127.5,-18.81,-16.5,-11.29,-3.93,5.25,12.51,14.76,10.93,3.58,-3.22,-11.29,-16.43
65,-127.5,-20.66,-20.18,-13.73,-4.02,6.51,13.88,15.94,12.35,4.16,-3.59,-12.3,-18.44
67.5,-127.5,-24.44,-24.89,-16.44,-4.82,8.84,16.41,18.66,15.22,5.67,-3.64,-14.31,-21.56
-90,-123.75,-20.16,-30.51,-43.45,-49.93,-50.72,-52.64,-53.52,-53.29,-53.37,-43.96,-30.06,-20.22
-87.5,-123.75,-19.37,-29.87,-42.59,-47.59,-48.34,-50.6,-51.46,-51.03,-50.29,-42.65,-29.17,-19.55
-85,-123.75,-15.56,-24.41,-34.79,-38.45,-40.29,-41.84,-43,-44.25,-44.86,-36.93,-24.4,-15.88
-82.5,-123.75,-10.82,-19.99,-30.67,-35.65,-37.72,-38.93,-40.08,-43.08,-43.04,-33.36,-20.11,-11.38
-80,-123.75,-11.7,-19.48,-29.36,-36.06,-39.12,-40.28,-41.34,-44.54,-42.43,-32.13,-19.66,-12
-77.5,-123.75,-10.88,-19.85,-29.99,-33.33,-30.05,-28.97,-30.11,-32.64,-31.57,-26.22,-18.42,-11.72
50,-123.75,1.77,3.56,6.02,9.11,13.44,20.32,24.69,21.99,16.6,10.36,6.11,3.67
52.5,-123.75,-6.89,-4.21,-1.41,4.41,9.61,17.19,21.23,16.82,12.07,6.06,0.06,-4.35
55,-123.75,-7.9,-6.1,-5.01,-1.48,6.02,14.55,18.42,14.35,7.9,1.65,-3.57,-6.49
57.5,-123.75,-13.72,-10.66,-7.6,-1.79,6.54,14.07,17.11,13.15,6.09,-0.28,-6.42,-10.75
60,-123.75,-16.94,-14.15,-9.61,-1.6,6.64,13.55,16.12,12.28,4.9,-1.65,-8.84,-14.33
62.5,-123.75,-19.18,-17.29,-11.71,-2.52,6.36,13.36,15.57,12.03,4.41,-2.61,-10.97,-16.9
65,-123.75,-20.57,-20.21,-13.2,-1.93,8.48,15.77,17.9,14.36,5.86,-2.31,-10.91,-17.64
67.5,-123.75,-25.54,-25.32,-16.3,-3.19,10.52,18.25,20.58,16.45,6.15,-3.36,-14.45,-22.57
-90,-120,-20.16,-30.51,-43.45,-49.93,-50.72,-52.64,-53.52,-53.29,-53.37,-43.96,-30.06,-20.22
-87.5,-120,-19.35,-29.79,-42.76,-47.79,-48.76,-50.89,-51.85,-51.89,-51.5,-42.99,-29.07,-19.5
-85,-120,-16.49,-25.48,-36.43,-40.34,-42.3,-43.64,-44.72,-45.57,-46,-38.2,-25.32,-16.81
-82.5,-120,-12.1,-22.27,-33.68,-38.37,-39.51,-40.62,-41.81,-44.89,-44.77,-35.33,-21.92,-12.75
-80,-120,-11.71,-19.18,-28.33,-34.9,-37.87,-38.99,-39.83,-43.27,-41.64,-31.9,-19.84,-12.27
-77.5,-120,-10.55,-19.49,-29.45,-32.75,-28.86,-28.21,-29.28,-31.78,-31.09,-25.76,-18.01,-11.29
40,-120,2.65,4.12,5.67,7.93,12.9,21.96,30.06,28.68,20.2,12.17,5.71,3.14
42.5,-120,2.96,4.46,5.88,8.08,12.4,20.76,28.07,25.86,18.94,11.18,5.93,3.59
45,-120,2.39,4.26,6.14,8.69,12.94,21.33,27.88,25.05,18.41,10.82,5.59,3.25
47.5,-120,0.85,2.99,5.49,8.24,12.55,20.79,26.83,23.69,17.03,9.7,4.58,2.03
50,-120,-4.57,-2.99,-0.93,4.48,9.93,18.98,24.7,20.43,13.17,6.13,0.54,-3.32
52.5,-120,-6.8,-5.57,-4.58,-1.03,6.48,14.89,18.98,14.93,8.5,1.95,-3.16,-5.79
55,-120,-13.68,-10.46,-7.68,-2.71,5.28,13.19,16.73,12.8,5.79,-0.86,-7.18,-11.19
57.5,-120,-15.4,-12.2,-7.71,0.79,7.2,14.29,17.38,13.46,6.07,-0.38,-6.69,-12.08
60,-120,-16.78,-14.12,-8.96,0.42,7.45,14.45,17.12,13.31,5.74,-0.95,-8.01,-13.74
62.5,-120,-18.1,-16.92,-10.53,0.21,8.45,15.42,17.96,14.16,6.2,-1.15,-8.8,-14.76
65,-120,-21.9,-21.17,-12.98,-0.55,10.53,17.93,20.49,16.12,6.71,-1.9,-11.04,-18.3
67.5,-120,-26.74,-25.94,-16.62,-3.17,10.92,19.21,21.69,16.85,5.8,-4.47,-16.28,-24.32
70,-120,-31.5,-31.27,-22.51,-9.8,6.71,16.45,19.06,14.38,3.43,-8.61,-22.68,-30.97
-90,-116.25,-20.16,-30.51,-43.45,-49.93,-50.72,-52.64,-53.52,-53.29,-53.37,-43.96,-30.06,-20.22
-87.5,-116.25,-19.48,-29.78,-42.83,-47.94,-48.96,-51.05,-51.99,-52.06,-51.67,-43.01,-29.06,-19.59
-85,-116.25,-17.17,-26.22,-37.48,-41.59,-43.52,-44.72,-45.61,-46.21,-46.5,-38.88,-25.88,-17.41
-82.5,-116.25,-13.2,-23.7,-35.55,-40.25,-41.26,-42.27,-43.45,-46.27,-46.05,-36.85,-23.05,-13.64
-80,-116.25,-12.39,-19.9,-28.81,-34.98,-38,-39.13,-39.69,-42.96,-41.78,-32.53,-20.53,-12.85
-77.5,-116.25,-10.35,-18.97,-28.26,-31.43,-27.55,-27.05,-28.39,-30.91,-30.53,-25.25,-17.58,-10.94
35,-116.25,6.9,9.06,10.73,13.58,18.55,26,27.66,29.4,25.53,18.09,10.68,6.82
37.5,-116.25,1.37,3.27,5.17,8.23,13,21.62,27.72,27.08,20.02,12.1,5.43,2.01
40,-116.25,-3.94,-2.47,0.14,4.42,9.77,19.24,26.23,24.37,15.77,7.43,0.82,-3.02
42.5,-116.25,-2.41,-0.44,2.05,5.4,10.19,19.91,27.19,25.07,16.58,7.45,1.4,-1.84
45,-116.25,-3.15,-1.14,1.82,5.36,10.09,19.49,26.3,23.42,15.46,6.92,1.22,-2.3
47.5,-116.25,-4.84,-4.02,-1.26,4.07,9.49,18.33,24.42,20.97,13.31,5.4,-0.17,-3.64
50,-116.25,-9.51,-7.38,-5.15,0.17,7.8,16.25,21.35,17.78,10.4,2.34,-4.43,-8.11
52.5,-116.25,-13.61,-11.05,-8,-3.74,3.28,12.15,16.26,12.58,5.7,-1.51,-8.08,-11.53
55,-116.25,-12.42,-9.31,-4.01,2.25,7.93,15.06,18.48,14.51,7.66,1.01,-5.12,-9.62
57.5,-116.25,-14.21,-11.52,-4.57,4.01,10.51,17.81,20.86,16.65,9.01,1.77,-5.29,-10.94
60,-116.25,-17.58,-15.14,-7.59,3.02,10.38,17.61,20.46,16.23,8.24,0.58,-7.54,-13.76
62.5,-116.25,-20.25,-18.43,-10.42,1.27,10.47,17.77,20.58,16.09,7.43,-0.76,-9.49,-16.33
65,-116.25,-23.89,-22.51,-13.47,-1.9,10.08,17.59,20.58,15.97,6.43,-2.38,-12.49,-20.22
67.5,-116.25,-27.15,-26.32,-17.04,-5.39,8.85,17.2,19.97,15.18,4.93,-4.19,-15.24,-23.43
70,-116.25,-31.5,-31.32,-23.15,-10.31,5.67,15.73,18.49,13.49,3.14,-7.57,-19.92,-28.6
-90,-112.5,-20.16,-30.51,-43.45,-49.93,-50.72,-52.64,-53.52,-53.29,-53.37,-43.96,-30.06,-20.22
-87.5,-112.5,-19.61,-29.78,-42.86,-48.02,-49.05,-51.12,-52.03,-52.06,-51.61,-42.96,-29.09,-19.69
-85,-112.5,-17.81,-27.06,-38.86,-43.19,-45,-46.11,-46.82,-47.11,-47.15,-39.71,-26.54,-17.96
-82.5,-112.5,-14.18,-24.83,-37.25,-41.84,-42.67,-43.55,-44.77,-47.39,-47.07,-37.97,-24.04,-14.53
-80,-112.5,-12.66,-20.44,-29.45,-35.18,-37.97,-39.03,-39.41,-42.17,-41.32,-32.95,-21.05,-13.05
-77.5,-112.5,-9.69,-17.73,-26.48,-29.93,-27.26,-27.09,-28.3,-30.53,-30.52,-25.04,-16.83,-10.13
32.5,-112.5,5.75,7.8,9.76,13.4,18.66,25.45,26.15,26.98,24.48,16.54,9.35,5.54
35,-112.5,2.94,4.52,6.52,10.29,16.28,25.39,28.87,28.34,22.16,13.46,6.37,3.3
37.5,-112.5,-2.47,-0.81,2.61,6.92,12.53,21.97,27.29,25.97,18.42,9.38,2.16,-1.57
40,-112.5,-7.83,-5.41,-1.51,3.77,9.35,18.28,24.23,22.87,14.99,5.75,-1.33,-6.3
42.5,-112.5,-7.73,-5.51,-0.9,4.14,9.54,18.47,24.82,23.3,15.27,5.38,-1.77,-6.58
45,-112.5,-7.57,-5.54,-0.96,4.29,9.81,18.81,24.74,22.54,14.57,4.89,-2.09,-6.56
47.5,-112.5,-9.55,-7.29,-3.41,3.39,9.18,17.83,23.34,20.75,12.81,3.35,-3.63,-8.22
50,-112.5,-11.53,-9.14,-6.45,-0.97,5.92,14.15,18.45,15.09,7.83,0.4,-6.08,-10.03
52.5,-112.5,-9.9,-6.61,-1.98,3.68,9.26,16.71,20.65,16.59,9.47,2.42,-3.8,-8.05
55,-112.5,-10.72,-7.76,-1.76,5.82,12.12,19.89,23.73,19.16,11.24,3.91,-2.52,-7.55
57.5,-112.5,-14.64,-11.82,-4.16,5.26,12.01,19.48,22.93,18.53,10.52,2.76,-4.81,-10.95
